date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,marketCap,Unnamed: 0
2023-01-29,NVDA,USD,1045810.0,2023-02-24,2023-02-24 17:23:43,2023.0,FY,26974000000.0,11618000000.0,15356000000.0,0.5692889449,7339000000.0,0.0,0.0,2440000000.0,-48000000.0,9779000000.0,21397000000.0,267000000.0,262000000.0,1544000000.0,5987000000.0,0.2721138874,4224000000.0,0.1565952399,-43000000.0,4181000000.0,0.1550011122,-187000000.0,4368000000.0,0.1619337139,0.18,0.17,24870000000.0,25070000000.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/0001045810-23-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm,3389000000.0,9907000000.0,13296000000.0,3827000000.0,5159000000.0,791000000.0,23073000000.0,4845000000.0,4372000000.0,1676000000.0,6048000000.0,299000000.0,3396000000.0,3521000000.0,18109000000.0,0.0,41182000000.0,1193000000.0,1426000000.0,467000000.0,354000000.0,3123000000.0,6563000000.0,10605000000.0,218000000.0,247000000.0,1448000000.0,12518000000.0,0.0,1078000000.0,19081000000.0,0.0,2000000.0,10171000000.0,-43000000.0,11971000000.0,22101000000.0,22101000000.0,41182000000.0,0.0,41182000000.0,10206000000.0,11855000000.0,8466000000.0,2940514300000.0,
2022-01-30,NVDA,USD,1045810.0,2022-03-18,2022-03-17 20:33:34,2022.0,FY,26914000000.0,9439000000.0,17475000000.0,0.6492903322,5268000000.0,0.0,0.0,2166000000.0,107000000.0,7434000000.0,16873000000.0,29000000.0,236000000.0,1174000000.0,11351000000.0,0.4217507617,10041000000.0,0.3730772089,-100000000.0,9941000000.0,0.3693616705,189000000.0,9752000000.0,0.362339303,0.39,0.39,24960000000.0,25350000000.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/0001045810-22-000036-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/nvda-20220130.htm,1990000000.0,19218000000.0,21208000000.0,4650000000.0,2605000000.0,732000000.0,28829000000.0,3607000000.0,4349000000.0,2339000000.0,6688000000.0,266000000.0,1222000000.0,3575000000.0,15358000000.0,0.0,44187000000.0,1783000000.0,144000000.0,132000000.0,300000000.0,1976000000.0,4335000000.0,12428000000.0,202000000.0,245000000.0,365000000.0,13240000000.0,0.0,885000000.0,17575000000.0,0.0,3000000.0,16235000000.0,-11000000.0,10385000000.0,26612000000.0,26612000000.0,44187000000.0,0.0,44187000000.0,19484000000.0,11687000000.0,9697000000.0,2940514300000.0,
2021-01-31,NVDA,USD,1045810.0,2021-02-26,2021-02-26 17:03:14,2021.0,FY,16675000000.0,6279000000.0,10396000000.0,0.6234482759,3924000000.0,0.0,0.0,1940000000.0,4000000.0,5864000000.0,12143000000.0,57000000.0,184000000.0,1098000000.0,5691000000.0,0.3412893553,4532000000.0,0.2717841079,-123000000.0,4409000000.0,0.2644077961,77000000.0,4332000000.0,0.2597901049,0.18,0.17,24680000000.0,25120000000.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/0001045810-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/nvda-20210131.htm,847000000.0,10714000000.0,11561000000.0,2429000000.0,1826000000.0,478000000.0,16055000000.0,2856000000.0,4193000000.0,2737000000.0,6930000000.0,144000000.0,806000000.0,2000000000.0,12736000000.0,0.0,28791000000.0,1149000000.0,1120000000.0,61000000.0,288000000.0,1307000000.0,3925000000.0,7232000000.0,163000000.0,241000000.0,337000000.0,7973000000.0,0.0,755000000.0,11898000000.0,0.0,1000000.0,18908000000.0,19000000.0,-2035000000.0,16893000000.0,16893000000.0,28791000000.0,0.0,28791000000.0,10858000000.0,7597000000.0,6750000000.0,2940514300000.0,
2020-01-26,NVDA,USD,1045810.0,2020-02-20,2020-02-20 16:38:18,2020.0,FY,10918000000.0,4150000000.0,6768000000.0,0.6198937534,2829000000.0,0.0,0.0,1093000000.0,-2000000.0,3922000000.0,8072000000.0,178000000.0,52000000.0,381000000.0,3403000000.0,0.3116871222,2846000000.0,0.2606704525,124000000.0,2970000000.0,0.2720278439,174000000.0,2796000000.0,0.2560908591,0.12,0.11,24360000000.0,24720000000.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/0001045810-20-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/nvda-2020x10k.htm,10896000000.0,1000000.0,10897000000.0,1657000000.0,979000000.0,314000000.0,13690000000.0,2292000000.0,618000000.0,49000000.0,667000000.0,77000000.0,548000000.0,41000000.0,3625000000.0,0.0,17315000000.0,687000000.0,91000000.0,61000000.0,141000000.0,804000000.0,1784000000.0,3113000000.0,60000000.0,29000000.0,125000000.0,3327000000.0,0.0,652000000.0,5111000000.0,0.0,1000000.0,14971000000.0,1000000.0,-2769000000.0,12204000000.0,12204000000.0,17315000000.0,0.0,17315000000.0,1000000.0,2552000000.0,-8344000000.0,2940514300000.0,
2023-12-31,GOOG,USD,1652044.0,2024-01-31,2024-01-30 21:43:43,2023.0,FY,307394000000.0,133332000000.0,174062000000.0,0.5662504798,45427000000.0,16425000000.0,27917000000.0,44342000000.0,0.0,89769000000.0,223101000000.0,3865000000.0,308000000.0,11946000000.0,97971000000.0,0.3187147439,84293000000.0,0.2742181045,1424000000.0,85717000000.0,0.2788505957,11922000000.0,73795000000.0,0.2400664945,5.84,5.8,12630000000.0,12722000000.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/0001652044-24-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm,24048000000.0,86868000000.0,110916000000.0,47964000000.0,0.0,12650000000.0,171530000000.0,148436000000.0,29198000000.0,0.0,29198000000.0,31008000000.0,12169000000.0,10051000000.0,230862000000.0,0.0,402392000000.0,7493000000.0,2791000000.0,2748000000.0,4137000000.0,64645000000.0,81814000000.0,25350000000.0,911000000.0,485000000.0,10453000000.0,37199000000.0,0.0,16634000000.0,119013000000.0,0.0,76534000000.0,211247000000.0,-4402000000.0,0.0,283379000000.0,283379000000.0,402392000000.0,0.0,402392000000.0,117876000000.0,28504000000.0,4456000000.0,2502100498022.0,
2022-12-31,GOOG,USD,1652044.0,2023-02-03,2023-02-02 21:23:45,2022.0,FY,282836000000.0,126203000000.0,156633000000.0,0.553794425,39500000000.0,15724000000.0,26567000000.0,42291000000.0,-3514000000.0,81791000000.0,207994000000.0,2174000000.0,357000000.0,13475000000.0,91333000000.0,0.3229185818,74842000000.0,0.2646127084,-3514000000.0,71328000000.0,0.2521885474,11356000000.0,59972000000.0,0.2120380715,4.59,4.56,13063000000.0,13159000000.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/0001652044-23-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/goog-20221231.htm,21879000000.0,91883000000.0,113762000000.0,40258000000.0,2670000000.0,8105000000.0,164795000000.0,127049000000.0,28960000000.0,2084000000.0,31044000000.0,30492000000.0,5261000000.0,6623000000.0,200469000000.0,0.0,365264000000.0,5128000000.0,2477000000.0,9258000000.0,3908000000.0,48529000000.0,69300000000.0,39703000000.0,599000000.0,514000000.0,-996000000.0,39820000000.0,0.0,14978000000.0,109120000000.0,0.0,68184000000.0,195563000000.0,-7603000000.0,0.0,256144000000.0,256144000000.0,365264000000.0,0.0,365264000000.0,122375000000.0,29679000000.0,7800000000.0,2502100498022.0,
2021-12-31,GOOG,USD,1652044.0,2022-02-02,2022-02-01 21:08:02,2021.0,FY,257637000000.0,110939000000.0,146698000000.0,0.569398029,31562000000.0,13510000000.0,22912000000.0,36422000000.0,12020000000.0,67984000000.0,178923000000.0,1499000000.0,346000000.0,12441000000.0,103521000000.0,0.3551159189,78714000000.0,0.3055228869,12020000000.0,90734000000.0,0.3521776763,14701000000.0,76033000000.0,0.2951167728,5.69,5.61,13353000000.0,13553480000.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/0001652044-22-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/goog-20211231.htm,20945000000.0,118704000000.0,139649000000.0,39304000000.0,1170000000.0,8020000000.0,188143000000.0,110558000000.0,22956000000.0,1417000000.0,24373000000.0,29549000000.0,1284000000.0,5361000000.0,171125000000.0,0.0,359268000000.0,6037000000.0,2189000000.0,808000000.0,3288000000.0,51932000000.0,64254000000.0,39568000000.0,535000000.0,5257000000.0,-1981000000.0,43379000000.0,0.0,15551000000.0,107633000000.0,0.0,61774000000.0,191484000000.0,-1623000000.0,0.0,251635000000.0,251635000000.0,359268000000.0,0.0,359268000000.0,148253000000.0,26206000000.0,5261000000.0,2502100498022.0,
2020-12-31,GOOG,USD,1652044.0,2021-02-03,2021-02-02 20:12:25,2020.0,FY,182527000000.0,84732000000.0,97795000000.0,0.5357837471,27573000000.0,11052000000.0,17946000000.0,28998000000.0,6858000000.0,56571000000.0,141303000000.0,1865000000.0,135000000.0,13697000000.0,61914000000.0,0.306480685,41224000000.0,0.2258515179,6858000000.0,48082000000.0,0.2634240414,7813000000.0,40269000000.0,0.2206194152,2.96,2.93,13616320000.0,13740560000.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204421000010/0001652044-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204421000010/goog-20201231.htm,26465000000.0,110229000000.0,136694000000.0,31384000000.0,728000000.0,5490000000.0,174296000000.0,96960000000.0,21175000000.0,1445000000.0,22620000000.0,20703000000.0,1084000000.0,3953000000.0,145320000000.0,0.0,319616000000.0,5589000000.0,1694000000.0,1485000000.0,2543000000.0,45523000000.0,56834000000.0,37324000000.0,481000000.0,3561000000.0,-1128000000.0,40238000000.0,0.0,13940000000.0,97072000000.0,0.0,58510000000.0,163401000000.0,633000000.0,0.0,222544000000.0,222544000000.0,319616000000.0,0.0,319616000000.0,130932000000.0,25078000000.0,-1387000000.0,2502100498022.0,
2019-12-31,GOOG,USD,1652044.0,2020-02-04,2020-02-03 21:03:59,2019.0,FY,161857000000.0,71896000000.0,89961000000.0,0.5558054332,26018000000.0,9551000000.0,18464000000.0,28015000000.0,5394000000.0,54033000000.0,125929000000.0,2427000000.0,100000000.0,11781000000.0,51506000000.0,0.3107805038,34231000000.0,0.211489154,5394000000.0,39625000000.0,0.2448148674,5282000000.0,34343000000.0,0.2121811228,2.48,2.46,13851920000.0,13971120000.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000008/0001652044-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000008/goog10-k2019.htm,18498000000.0,101177000000.0,119675000000.0,27492000000.0,999000000.0,4412000000.0,152578000000.0,84587000000.0,20624000000.0,1979000000.0,22603000000.0,13078000000.0,721000000.0,2342000000.0,123331000000.0,0.0,275909000000.0,5561000000.0,1199000000.0,274000000.0,1908000000.0,36279000000.0,45221000000.0,24982000000.0,358000000.0,1701000000.0,2205000000.0,29246000000.0,0.0,11413000000.0,74467000000.0,0.0,50552000000.0,152122000000.0,-1232000000.0,0.0,201442000000.0,201442000000.0,275909000000.0,0.0,275909000000.0,114255000000.0,14768000000.0,-3730000000.0,2502100498022.0,
2023-12-31,AMZN,USD,1018724.0,2024-02-02,2024-02-01 18:48:30,2023.0,FY,574785000000.0,304739000000.0,270046000000.0,0.4698208896,85622000000.0,11816000000.0,44370000000.0,56186000000.0,91386000000.0,233194000000.0,537933000000.0,2949000000.0,3182000000.0,48663000000.0,89402000000.0,0.1555398975,36852000000.0,0.064114408,705000000.0,37557000000.0,0.0653409536,7120000000.0,30425000000.0,0.0529328358,2.95,2.9,10304000000.0,10492000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/0001018724-24-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,73387000000.0,13393000000.0,86780000000.0,52253000000.0,33318000000.0,0.0,172351000000.0,276690000000.0,22789000000.0,7687000000.0,30476000000.0,2206000000.0,748000000.0,46131000000.0,355503000000.0,0.0,527854000000.0,84981000000.0,0.0,0.0,15227000000.0,64709000000.0,164917000000.0,135611000000.0,0.0,0.0,25451000000.0,161062000000.0,0.0,77297000000.0,325979000000.0,0.0,109000000.0,113618000000.0,-3040000000.0,91188000000.0,201875000000.0,201875000000.0,527854000000.0,0.0,527854000000.0,15599000000.0,135611000000.0,62224000000.0,2499205200000.0,
2022-12-31,AMZN,USD,1018724.0,2023-02-03,2023-02-02 18:27:34,2022.0,FY,513983000000.0,288831000000.0,225152000000.0,0.4380533987,73213000000.0,11891000000.0,42238000000.0,54129000000.0,85562000000.0,212904000000.0,501735000000.0,989000000.0,2367000000.0,41921000000.0,38352000000.0,0.106264215,12248000000.0,0.0238295819,-18184000000.0,-5936000000.0,-0.0115490201,-3217000000.0,-2722000000.0,-0.005295895,-0.27,-0.27,10189000000.0,10189000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/0001018724-23-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/amzn-20221231.htm,53888000000.0,16138000000.0,70026000000.0,42360000000.0,34405000000.0,0.0,146791000000.0,252838000000.0,20288000000.0,6097000000.0,20288000000.0,2107000000.0,6097000000.0,34554000000.0,315884000000.0,0.0,462675000000.0,79600000000.0,0.0,0.0,13227000000.0,62566000000.0,155393000000.0,140118000000.0,2900000000.0,-2900000000.0,21121000000.0,161239000000.0,0.0,72968000000.0,316632000000.0,0.0,108000000.0,83193000000.0,-4487000000.0,67229000000.0,146043000000.0,146043000000.0,462675000000.0,0.0,462675000000.0,18245000000.0,140118000000.0,86230000000.0,2499205200000.0,
2021-12-31,AMZN,USD,1018724.0,2022-02-04,2022-02-03 18:46:51,2021.0,FY,469822000000.0,272344000000.0,197478000000.0,0.4203251444,56052000000.0,8823000000.0,32551000000.0,41374000000.0,75173000000.0,172599000000.0,444943000000.0,448000000.0,1809000000.0,34433000000.0,74393000000.0,0.1271566678,24879000000.0,0.0529540975,13272000000.0,38151000000.0,0.0812030939,4791000000.0,33364000000.0,0.0710141288,3.3,3.24,10120000000.0,10300000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/0001018724-22-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/amzn-20211231.htm,36220000000.0,59829000000.0,96049000000.0,32891000000.0,32640000000.0,0.0,161580000000.0,216363000000.0,15371000000.0,5107000000.0,15371000000.0,3415000000.0,5107000000.0,18713000000.0,258969000000.0,0.0,420549000000.0,78664000000.0,0.0,0.0,11827000000.0,51775000000.0,142266000000.0,116395000000.0,2200000.0,-2200000.0,23643000000.0,140038000000.0,0.0,67651000000.0,282304000000.0,0.0,5000000.0,85915000000.0,-1376000000.0,53701000000.0,138245000000.0,138245000000.0,420549000000.0,0.0,420549000000.0,63244000000.0,116395000000.0,80175000000.0,2499205200000.0,
2020-12-31,AMZN,USD,1018724.0,2021-02-03,2021-02-02 19:44:10,2020.0,FY,386064000000.0,233307000000.0,152757000000.0,0.3956779187,42740000000.0,6668000000.0,22008000000.0,28676000000.0,58442000000.0,129858000000.0,363165000000.0,555000000.0,1647000000.0,25180000000.0,51005000000.0,0.126007605,22899000000.0,0.0593139998,1279000000.0,24178000000.0,0.062626922,2863000000.0,21331000000.0,0.055252497,2.13,2.09,10000000000.0,10200000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/0001018724-21-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/amzn-20201231.htm,42122000000.0,42274000000.0,84396000000.0,24542000000.0,23795000000.0,0.0,132733000000.0,150667000000.0,15017000000.0,4981000000.0,15017000000.0,3022000000.0,4981000000.0,14775000000.0,188462000000.0,0.0,321195000000.0,72539000000.0,0.0,0.0,9708000000.0,44138000000.0,126385000000.0,84389000000.0,1900000000.0,-1900000000.0,17017000000.0,101406000000.0,0.0,52573000000.0,227791000000.0,0.0,5000000.0,52551000000.0,-180000000.0,41028000000.0,93404000000.0,93404000000.0,321195000000.0,0.0,321195000000.0,45296000000.0,84389000000.0,42267000000.0,2499205200000.0,
2019-12-31,AMZN,USD,1018724.0,2020-01-31,2020-01-30 20:46:13,2019.0,FY,280522000000.0,165536000000.0,114986000000.0,0.4099001148,35931000000.0,5203000000.0,18878000000.0,24081000000.0,40433000000.0,100445000000.0,265981000000.0,832000000.0,1600000000.0,21789000000.0,37365000000.0,0.13203599,14541000000.0,0.0518355067,-565000000.0,13976000000.0,0.0498214044,2374000000.0,11588000000.0,0.0413087031,1.17,1.15,9880000000.0,10080000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/0001018724-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/amzn-20191231x10k.htm,36092000000.0,18929000000.0,55021000000.0,20816000000.0,20497000000.0,0.0,96334000000.0,97846000000.0,14754000000.0,4049000000.0,14754000000.0,711000000.0,4049000000.0,11554000000.0,128914000000.0,0.0,225248000000.0,47183000000.0,0.0,0.0,8190000000.0,32439000000.0,87812000000.0,63205000000.0,2000000000.0,-2000000000.0,12171000000.0,75376000000.0,0.0,39791000000.0,163188000000.0,0.0,5000000.0,31220000000.0,-986000000.0,31821000000.0,62060000000.0,62060000000.0,225248000000.0,0.0,225248000000.0,19640000000.0,63205000000.0,27113000000.0,2499205200000.0,
